,name,address,sido,gugun
0,개포1호,서울 강남구 개포동 1229-18,서울,강남구
1,논현1호(서울),서울 강남구 논현동 184-21,서울,강남구
2,대치1호,서울 강남구 대치동936,서울,강남구
3,대치2호,서울 강남구 대치동 990번지 삼성상가 113호 1/2,서울,강남구
4,삼성1호,서울 강남구 삼성동 44-18,서울,강남구
5,세곡,서울 강남구 자곡동 611,서울,강남구
6,압구정신사,서울 강남구 신사동 640-5 대성빌딩 1층 1호,서울,강남구
7,역삼1호,서울 강남구 역삼동 837-15,서울,강남구
8,일원본동,서울 강남구 수서동 747 삼성아파트 상가 104호,서울,강남구
9,청담역,서울 강남구 청담동 65 진흥아파트상가,서울,강남구
10,강일,서울 강동구 강일동 679-3 리슈빌오피스텔,서울,강동구
11,고덕1호,서울 강동구 고덕동 650-1,서울,강동구
12,길1호,서울 강동구 길동 347-31,서울,강동구
13,둔촌1호,서울 강동구 둔촌동 454-5,서울,강동구
14,명일1호,서울 강동구 명일동 328-2,서울,강동구
15,성내,서울 강동구 성내2동 509-7 1층,서울,강동구
16,암사1호,서울 강동구 천호동 287-22,서울,강동구
17,암사2호,서울 강동구 암사동 446-18,서울,강동구
18,천호1호,서울 강동구 천호동 550번지,서울,강동구
19,덕성여대,서울 강북구 우이동 72-148,서울,강북구
20,미아1호,서울 강북구 미아5동 1264-233,서울,강북구
21,미아역,서울 강북구 미아동 131-8,서울,강북구
22,수유1호,서울 강북구 수유동 385-2,서울,강북구
23,수유역점,서울 강북구 번동 461-127,서울,강북구
24,가양,서울 강서구 등촌동 75-1,서울,강서구
25,강서구청,서울 강서구 화곡6동 987-7,서울,강서구
26,까치산역,서울 강서구 화곡동 343-62 라인씨티 1층,서울,강서구
27,등촌,서울 강서구 등촌동 649-14,서울,강서구
28,마곡1호,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호,서울,강서구
29,발산역,서울 강서구 내발산동 655-6번지 1층 13호,서울,강서구
30,방화2호,서울 강서구 방화2동 580-27,서울,강서구
31,염창,서울 강서구 염창동 249-5,서울,강서구
32,화곡2호,서울 강서구 화곡동 400-45,서울,강서구
33,봉천2호,서울 관악구 봉천동 1674-20,서울,관악구
34,봉천3호,서울 관악구 봉천동 1632-9,서울,관악구
35,봉천4호,서울 관악구 봉천동 931-12,서울,관악구
36,봉천5호,서울 관악구 봉천3동 7-291,서울,관악구
37,신림1호,서울 관악구 신림4동 504-22,서울,관악구
38,신림2호,서울 관악구 신림동 762-7,서울,관악구
39,신림3호,서울 관악구 신림9동 246-49,서울,관악구
40,건대,서울 광진구 화양동 9-18,서울,광진구
41,광장,서울 광진구 광장동 530-13,서울,광진구
42,구의2호,서울 광진구 구의동 229-43,서울,광진구
43,자양1호,서울 광진구 자양3동 584-28,서울,광진구
44,자양2호,서울 광진구 자양동 624-42,서울,광진구
45,중곡1호,서울 광진구 중곡동 243-1,서울,광진구
46,중곡2호,서울 광진구 중곡동 24-2,서울,광진구
47,개봉1호,서울 구로구 개봉동 403-159,서울,구로구
48,고척1호,서울 구로구 개봉1동 126-4,서울,구로구
49,구로2호,서울 구로구 구로동 74-30,서울,구로구
50,구로디지털,서울 구로구 구로동 826-1,서울,구로구
51,동양미래대학,서울 구로구 고척동 343,서울,구로구
52,신도림1호,서울 구로구 신도림동 410-1 신도림6차대림@상가 902동111호,서울,구로구
53,오류1호,서울 구로구 오류1동 10-3,서울,구로구
54,천왕역,서울 구로구 오류동 203-1 1층,서울,구로구
55,가산디지털,서울 금천구 가산동 371-6 가산비지니스센터 2층,서울,금천구
56,독산1호,"서울 금천구 독산동 888-20 102호,103호",서울,금천구
57,시흥1호,서울 금천구 시흥2동 264-17,서울,금천구
58,시흥2호,서울 금천구 시흥1동 905-5,서울,금천구
59,공릉1호,서울 노원구 공릉동 338-6,서울,노원구
60,공릉2호,서울 노원구 공릉동 461-1,서울,노원구
61,상계4단지,서울 노원구 상계7동 749-5 상계주공@4단지상가101호,서울,노원구
62,상계보람,서울 노원구 상계5동 456-130,서울,노원구
63,석계역,서울 노원구 월계1동 73-13,서울,노원구
64,수락산역,서울 노원구 상계동 1118,서울,노원구
65,중계1호,서울 노원구 중계1동 360-9,서울,노원구
66,중계2호,서울 노원구 중계동 137-39 정진빌라 1층,서울,노원구
67,중계역,서울 노원구 중계2동 503,서울,노원구
68,하계1호,서울 노원구 하계1동 251 청구상가 201동 101호,서울,노원구
69,도봉동,서울 도봉구 도봉2동 623-163,서울,도봉구
70,쌍문1호,서울 도봉구 방학1동 263-75,서울,도봉구
71,쌍문역,서울 도봉구 쌍문3동 88-127,서울,도봉구
72,창3동,서울 도봉구 창동 568-2,서울,도봉구
73,창동,서울 도봉구 창5동 296-37,서울,도봉구
74,경희대,서울 동대문구 회기동 42-16,서울,동대문구
75,답십리1호,서울 동대문구 답십리동 257-3,서울,동대문구
76,서울시립대,서울 동대문구 전농1동 141-141,서울,동대문구
77,신이문,서울 동대문구 이문3동 237-114,서울,동대문구
78,안암,서울 동대문구 제기동 142-8,서울,동대문구
79,장안1호,서울 동대문구 전농3동 1-171,서울,동대문구
80,장안2호,서울 동대문구  장안동 375-3,서울,동대문구
81,청량리역,서울 동대문구 청량리동 50-3,서울,동대문구
82,대방1호,서울 동작구 대방동 20-25 한스빌 105호,서울,동작구
83,사당1호,서울 동작구 사당3동 155-2 1F,서울,동작구
84,사당3호,서울 동작구 사당동 220-119,서울,동작구
85,상도터널,서울 동작구 상도1동 587,서울,동작구
86,신대방,서울 동작구 신대방동 607-28,서울,동작구
87,신대방삼거리,서울 동작구 대방동 407-46,서울,동작구
88,흑석1호,서울 동작구 흑석동 180-6,서울,동작구
89,도화(서울),"서울 마포구 도화동 179-8 1,2층",서울,마포구
90,망원2동,서울 마포구 망원2동 474-15,서울,마포구
91,상암,서울 마포구 상암동 34-45,서울,마포구
92,성산2동,서울 마포구 성산동 592,서울,마포구
93,신공덕,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호),서울,마포구
94,신수,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호,서울,마포구
95,아현,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호,서울,마포구
96,연남,서울 마포구 연남동 369-20,서울,마포구
97,홍대,서울 마포구 서교동 371-3,서울,마포구
98,독립문,서울 서대문구 냉천동 228,서울,서대문구
99,명지대,서울 서대문구 남가좌동 344-7,서울,서대문구
100,북가좌1호,서울 서대문구 응암로 11,서울,서대문구
101,북아현1호,서울 서대문구 북아현동 1006,서울,서대문구
102,신촌,서울 서대문구 창천동 41-14,서울,서대문구
103,연희1호(서울),서울 서대문구 연희3동 344-26,서울,서대문구
104,홍은1호,서울 서대문구 홍제동 279-52,서울,서대문구
105,홍은사거리,서울 서대문구 홍제동 326-20,서울,서대문구
106,반포1호,서울 서초구 반포동 1053 H동 26호,서울,서초구
107,방배1호,서울 서초구 방배동 761-8,서울,서초구
108,방배2호,서울 서초구 방배3동 918-4번지,서울,서초구
109,서초1호,서울 서초구 서초동 1357-56,서울,서초구
110,서초2호,서울 서초구 서초동 1669-15,서울,서초구
111,서초3호,서울 서초구 서초동 1579-5,서울,서초구
112,양재1호,서울 서초구 양재동 327-2,서울,서초구
113,잠원1호,서울 서초구 잠원동 15-4,서울,서초구
114,금호역,서울 성동구 금호동4가 1380,서울,성동구
115,성수1호,서울 성동구 성수동2가 235-1,서울,성동구
116,성수역,서울 성동구 성수동2가 289-251,서울,성동구
117,왕십리1호,서울 성동구 하왕십리동 946-15,서울,성동구
118,왕십리도선,서울 성동구 홍익동 131-1,서울,성동구
119,응봉,서울 성동구 응봉동 100 상가내 1층,서울,성동구
120,동덕여대,서울 성북구 하월곡동 17-1,서울,성북구
121,동소문,서울 성북구 동소문동 6가 227 1층,서울,성북구
122,보문역,서울 성북구 보문동2가 40,서울,성북구
123,석관장위,서울 성북구 장위2동 64-129,서울,성북구
124,정릉1호,서울 성북구 정릉4동 285-4,서울,성북구
125,정릉2호,서울 성북구 정릉동 175-24,서울,성북구
126,가락2호,서울 송파구 가락동 75-7,서울,송파구
127,거여가락1호,서울 송파구 가락동 180-9,서울,송파구
128,마천1호,서울 송파구 거여동 32-6,서울,송파구
129,문정법조,서울 송파구 문정동 620 송파푸르지오시티 B09호,서울,송파구
130,방이2호,서울 송파구 방이동 59-1,서울,송파구
131,방이역,서울 송파구 오금동 41-23 성암빌딩 1층,서울,송파구
132,석촌,서울 송파구 석촌동 163-1,서울,송파구
133,송파1호,서울 송파구 송파동 147,서울,송파구
134,위례송파,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호",서울,송파구
135,잠실1호,서울 송파구 잠실본동 313-8,서울,송파구
136,잠실2호,서울 송파구 신천동 11-4,서울,송파구
137,장지,서울 송파구 문정동 102-1,서울,송파구
138,풍납1호,서울 송파구 풍납2동 405번지,서울,송파구
139,목동1호,서울 양천구 목동 797-3,서울,양천구
140,목동2호,서울 양천구 목동 909-8 이화프라자 1층 101호,서울,양천구
141,목동오거리,서울 양천구 목동 940 현대아이파크상가 102,서울,양천구
142,신월2호,서울 양천구 신월7동 972-6,서울,양천구
143,신정1호,서울 양천구 신정1동 1027-2,서울,양천구
144,신트리,서울 양천구 신정동 1267 목동뉴프라자,서울,양천구
145,오목교,서울 양천구 신정동 1296 아이파크 상가 1층,서울,양천구
146,화곡1호,서울 양천구 신월동 23-17,서울,양천구
147,당산1호,서울 영등포구 영등포동8가 76-1 삼환@상가 112호,서울,영등포구
148,대림2호,서울 영등포구 대림3동 783-6,서울,영등포구
149,문래,서울시 영등포구 문래동3가 77-34,서울시,영등포구
150,신길1호,서울 영등포구 신길동 296-14,서울,영등포구
151,신길2호,서울 영등포구 신길7동 674,서울,영등포구
152,여의도,서울 영등포구 여의도동 44-31,서울,영등포구
153,영등포1호,서울 영등포구 도림동 76-24,서울,영등포구
154,동부이촌,서울 용산구 이촌1동 301-153 오성상가 103,서울,용산구
155,보광,서울 용산구 보광동 217-13,서울,용산구
156,용문,서울 용산구 용문동 28-26,서울,용산구
157,후암,서울 용산구 후암동 244-59,서울,용산구
158,구산역,서울 은평구 갈현2동 464-14,서울,은평구
159,대조,서울 은평구 대조동 231 삼성타운 A 101호,서울,은평구
160,불광1동,서울 은평구 불광동 554-1 라비앙프라자1층 101호,서울,은평구
161,신사1동,서울 은평구 신사동 29-13,서울,은평구
162,역촌1호,서울 은평구 역촌동 55-1,서울,은평구
163,연신내,서울 은평구 불광동 484-72,서울,은평구
164,은평뉴타운,서울 은평구 진관동 22 은평뉴타운상가 914-103호,서울,은평구
165,응암1동,서울 은평구 응암동 236-33,서울,은평구
166,증산(서울),서울 은평구 증산동 209-18,서울,은평구
167,대학로,서울 종로구 명륜동4가 113-1,서울,종로구
168,숭인,서울 종로구 숭인2동 183-13,서울,종로구
169,동대문1호,서울 중구 창신동 464-6,서울,중구
170,신당1호,서울 중구 신당동 846,서울,중구
171,망우본동,서울 중랑구 망우동 149-7,서울,중랑구
172,면목1호,서울 중랑구 면목본동 72-43,서울,중랑구
173,면목2호,서울 중랑구 면목2동 191-126,서울,중랑구
174,면목3호,서울 중랑구 면목동 1096-16,서울,중랑구
175,묵동,서울 중랑구 묵동 238-90,서울,중랑구
176,상봉1호,서울 중랑구 상봉1동 268-34,서울,중랑구
177,신내1호,서울 중랑구 신내1동 571-26 1층 상가,서울,중랑구
178,국제신도시,부산 강서구 명지동 3412-6,부산,강서구
179,명지신도시,부산 강서구 명지동 3256-5,부산,강서구
180,신호,부산 강서구 신호동 317-15,부산,강서구
181,지사,부산 강서구 지사동 1191-5,부산,강서구
182,구서1호,부산 금정구 구서2동 1024-1,부산,금정구
183,남산1호,부산 금정구 남산동 99-6,부산,금정구
184,부곡1호,부산 금정구 부곡동 23-15,부산,금정구
185,부곡2호,부산 금정구 부곡1동 324-20,부산,금정구
186,부산대,부산 금정구 금강로 장전동 418-13,부산,금정구
187,서동1호,부산 금정구 서동 210-6,부산,금정구
188,장전1호,부산 금정구 장전동 134-19,부산,금정구
189,기장,부산 기장군 기장읍 동부리 134-2,부산,기장군
190,정관1호,부산 기장군 정관면 매학리 751-8,부산,기장군
191,정관2호,부산 기장군 모전리 747-7,부산,기장군
192,감만,부산 남구 감만1동 158-6,부산,남구
193,대연1호,부산 남구 대연동 1013-8,부산,남구
194,대연2호,부산 남구 대연동 52-7,부산,남구
195,메트로시티1호,부산 남구 용호동 176-30,부산,남구
196,못골,부산 남구 대연동 1543-33,부산,남구
197,문현2호,부산 남구 문현1동 127-56,부산,남구
198,용호1호,부산 남구 용호3동 495-46 1층,부산,남구
199,범일1호,부산 동구 범일2동 833-2,부산,동구
200,수정1호,부산 동구 수정동 295-3,부산,동구
201,초량,부산 동구 초량2동 489-4,부산,동구
202,명륜(부산),부산 동래구 명륜1동 673-9,부산,동래구
203,명장1호,부산 동래구 명장동 26-24번지 국제아파트 상가 106호,부산,동래구
204,복천,부산 동래구 복천동 476-1,부산,동래구
205,사직1호(부산),부산 동래구 사직동 137-5번지,부산,동래구
206,사직2호,부산 동래구 사직동 89-16,부산,동래구
207,수안,부산 동래구 수안동 192-4,부산,동래구
208,안락2호,부산 동래구 안락동 670-13,부산,동래구
209,온천1호,부산 동래구 온천동 210-5번지,부산,동래구
210,온천2호,부산 동래구 온천3동 1448-1 명보아파트 상가 가동 101호,부산,동래구
211,우방신세계,부산 동래구 안락동 471-41,부산,동래구
212,가야,부산 부산진구 가야동 478,부산,부산진구
213,개금1호,부산 부산진구 개금동 2-1,부산,부산진구
214,개금2호,부산 부산진구 개금1동 201-6,부산,부산진구
215,당감,부산 부산진구 당감동 367-2,부산,부산진구
216,범천,부산 부산진구 범천동 1278-11,부산,부산진구
217,서면,부산 부산진구 부전동 266-24,부산,부산진구
218,양정,부산 부산진구 양정동 310-6,부산,부산진구
219,연지,부산 부산진구 동평로 299,부산,부산진구
220,초읍대공원,부산 부산진구 초읍동 288-6,부산,부산진구
221,구포1호,부산 북구 구포3동 1228-1,부산,북구
222,덕천2호,부산 북구 덕천3동 781-2,부산,북구
223,만덕2호,부산 북구 만덕3동 915-6,부산,북구
224,화명1호,부산 북구 화명동 1417-15호 좌측,부산,북구
225,화명3호,부산 북구 화명동 182-5(2층),부산,북구
226,화명신도시,부산 북구 화명동 2266-1,부산,북구
227,괘법,부산 사상구 괘법동 516-1,부산,사상구
228,덕포,부산 사상구 덕포동 420-4,부산,사상구
229,동서대,부산 사상구 주례동 55-176,부산,사상구
230,모라,부산 사상구 모라동 1349-,부산,사상구
231,신주례,부산 사상구 주례2동 3-17,부산,사상구
232,엄궁,부산 사상구 엄궁동 40-94,부산,사상구
233,학장,부산 사상구 학장동 579-9,부산,사상구
234,괴정1호,부산 사하구 괴정동 487-24,부산,사하구
235,다대1호,부산 사하구 다대2동 85-5,부산,사하구
236,다대2호,부산 사하구 다대동 1014,부산,사하구
237,당리괴정2호,부산 사하구 괴정동 577-42,부산,사하구
238,신평1호,부산 사하구 신평동 71-15,부산,사하구
239,장림,부산 사하구 장림동 590,부산,사하구
240,하단1호,부산 사하구 하단2동 506-15,부산,사하구
241,하단2호,부산 사하구 하단동 605-42,부산,사하구
242,국제신도시,부산 강서구 명지동 3412-6,부산,강서구
243,남부민,부산 서구 남부민동 457-18,부산,서구
244,대신,부산 서구 대영로 30,부산,서구
245,명지신도시,부산 강서구 명지동 3256-5,부산,강서구
246,송도감천,부산 서구 암남동 64-2 104호,부산,서구
247,신호,부산 강서구 신호동 317-15,부산,강서구
248,아미부민,부산 서구 부민동1가 11-3,부산,서구
249,지사,부산 강서구 지사동 1191-5,부산,강서구
250,광안2호,부산 수영구 광안동 168-3,부산,수영구
251,망미1호,부산 수영구 망미동 431-11,부산,수영구
252,민락(부산),부산 수영구 민락동 165-15,부산,수영구
253,수영,부산 수영구 수영동 503-23,부산,수영구
254,거제법조,부산 연제구 거제동 986-5,부산,연제구
255,시청,부산 연제구 거제3동 34-19,부산,연제구
256,연산2호,부산 연제구 연산4동 578-1 삼익아파트 상가 101호,부산,연제구
257,연산3호,부산 연제구 연산동 2133-48,부산,연제구
258,대교남항,부산 영도구 남항동 2가 40,부산,영도구
259,동삼,부산 영도구 동삼1동 331-9,부산,영도구
260,봉래영선,"부산 영도구 영선동1가 69-2, 69-3",부산,영도구
261,청학,부산 영도구  청학동 13-14,부산,영도구
262,영주대청,부산 중구 대청동4가 82-13,부산,중구
263,반송(부산),부산 해운대구 반송2동 216-150,부산,해운대구
264,반여1호,부산 해운대구 반여동 1628-5,부산,해운대구
265,송정(부산),부산 해운대구 송정동 227-7,부산,해운대구
266,우동1호,부산 해운대구 우동 1090-13,부산,해운대구
267,재송1호,부산 해운대구 재송2동 1149-13,부산,해운대구
268,재송2호,부산 해운대구 재송동 1083-1,부산,해운대구
269,좌동1호,부산 해운대구 좌동 970,부산,해운대구
270,좌동3호,부산 해운대구 좌동 1450  주공3단지 상가 205,부산,해운대구
271,해운대역,부산 해운대구 우동 639-4,부산,해운대구
272,계명,대구시 남구 양지로 107,대구시,남구
273,대명1호,대구 남구 대명동 1098-4,대구,남구
274,봉덕,대구 남구 봉덕동 687-32,대구,남구
275,앞산,대구 남구 대명동 780-3,대구,남구
276,이천대봉,대구 남구 이천동 184-9,대구,남구
277,감삼성당,대구 달서구 감삼동 317-3,대구,달서구
278,대곡,대구 달서구 도원동 1442-2 1층 107호,대구,달서구
279,상인,대구 달서구 상인동 1555-1,대구,달서구
280,성서,대구 달서구 신당동 1763-2,대구,달서구
281,송현(대구),대구 달서구 송현1동 207-2,대구,달서구
282,신월성,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,대구,달서구
283,용산,대구 달서구 용산1동 954-6,대구,달서구
284,용산새방,대구 달서구 용산동 499-2,대구,달서구
285,장기,대구 달서구 장기동 566-4,대구,달서구
286,진천(대구),대구 달서구 진천동 508,대구,달서구
287,구지,대구 달성군 구지면 응암리 1204-2,대구,달성군
288,논공,대구 달성군 논공읍 북리 803-128,대구,달성군
289,다사,대구 달성군 다사읍 죽곡리 809-1,대구,달성군
290,명곡,대구 달성군 화원읍 명곡리 320-1,대구,달성군
291,서재세천,대구 달성군 다사읍 서재리 423-15,대구,달성군
292,테크노폴리스,대구 달성군 유가면 봉리 606 하이젠스타 115호,대구,달성군
293,화원,대구 달성군 화원읍 천내리 54-1,대구,달성군
294,대구혁신,대구 동구 각산동 1098-5 102호,대구,동구
295,동구청,대구 동구 신암동 345-3,대구,동구
296,동호,대구 동구 동호동 384-7,대구,동구
297,방촌,대구 동구 방촌동 1118-121,대구,동구
298,신암대현,대구 동구 신암동 806-3,대구,동구
299,신천1호(대구),대구 동구 신천동 501-5,대구,동구
300,신천2호,대구 동구 신청동 377-12,대구,동구
301,율하(대구),대구 동구 율하동 1311번지 102호,대구,동구
302,지묘봉무,대구 동구 지묘동 808-3,대구,동구
303,지저불로,대구 동구 지저동 833-15,대구,동구
304,관음,대구 북구 관음동 1383-9,대구,북구
305,구암,대구 북구 태전동 1074-6,대구,북구
306,금호지구,대구 북구 사수동 912,대구,북구
307,동서변,대구 북구 동변동 669-4,대구,북구
308,동천3지구,대구 북구 동천동 906-3,대구,북구
309,복현1호,대구 북구 복현동 460-6,대구,북구
310,복현2호,대구 북구 복현동 539 -110 복현서한타운 상가 103호,대구,북구
311,산격,대구 북구 산격동 1400-20,대구,북구
312,원대,대구 북구 노원동3가 892-1,대구,북구
313,칠성고성,대구 북구 동2가 42-9,대구,북구
314,침산,대구 북구 침산동 457-31,대구,북구
315,태전(대구),대구 북구 태전동 254-30,대구,북구
316,팔달매천,대구 북구 매천동 682,대구,북구
317,감삼성당,대구 달서구 감삼동 317-3,대구,달서구
318,내당,대구 서구 내당동 219-7,대구,서구
319,달성비산,"대구 서구 비산 2,3동 3-50",대구,서구
320,대곡,대구 달서구 도원동 1442-2 1층 107호,대구,달서구
321,상인,대구 달서구 상인동 1555-1,대구,달서구
322,성서,대구 달서구 신당동 1763-2,대구,달서구
323,송현(대구),대구 달서구 송현1동 207-2,대구,달서구
324,신월성,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,대구,달서구
325,용산,대구 달서구 용산1동 954-6,대구,달서구
326,용산새방,대구 달서구 용산동 499-2,대구,달서구
327,장기,대구 달서구 장기동 566-4,대구,달서구
328,진천(대구),대구 달서구 진천동 508,대구,달서구
329,평리,대구 서구 평리동 1217-2,대구,서구
330,만촌1호,대구 수성구 만촌동 849-2,대구,수성구
331,만촌2호,대구 수성구 만촌1동 1330-12,대구,수성구
332,범물,대구 수성구 범물동 1374-4,대구,수성구
333,범어1호,대구 수성구 범어동 203-18,대구,수성구
334,범어2호,대구 수성구 범어동 478-12,대구,수성구
335,수성(대구),대구 수성구 수성동4가 1022-11,대구,수성구
336,시지1호,대구 수성구 매호동 1328-12,대구,수성구
337,시지2호,대구 수성구 시지동 498번지 시지노변아파트 상가 2동 108호,대구,수성구
338,시지3호,대구 수성구 신매동 593-4,대구,수성구
339,중동,대구 수성구 중동 97-5,대구,수성구
340,지산,"대구 수성구 지산동 1234, 113동 4호",대구,수성구
341,파동,대구 수성구 상동 380-2,대구,수성구
342,황금,대구 수성구 두산동 133-1,대구,수성구
343,남산대신,대구 중구 남산3동 2466-14,대구,중구
344,중앙(대구),대구 중구 남일동 33-9,대구,중구
345,강화,인천 강화군 강화읍 갑곳리 199-1,인천,강화군
346,계산1호,인천 계양구 계산동 1081-10,인천,계양구
347,계산2호,인천 계양구 계산3동 61-2,인천,계양구
348,임학박촌,인천 계양구 박촌동 52-3,인천,계양구
349,작전1호,인천 계양구 작전동 149-1,인천,계양구
350,효성1호,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호",인천,계양구
351,효성2호,인천 계양구 효성2동 273-3,인천,계양구
352,관교,인천 남구 관교동 321-5,인천,남구
353,용현2동,인천 남구 용현동 558-32,인천,남구
354,용현5동,인천 남구 용현동 630-45,인천,남구
355,주안1호,인천 남구 주안동 1523-2,인천,남구
356,주안3호,인천 남구 주안동 929-11,인천,남구
357,학익1호,인천 남구 학익동 293-37,인천,남구
358,간석1호,인천 남동구 구월동 70-80,인천,남동구
359,구월,인천 남동구 구월동 1133-13,인천,남동구
360,논현1호(인천),인천 남동구 논현동 620-8,인천,남동구
361,논현에코메트로,인천 남동구 논현동 752-1,인천,남동구
362,만수1호,인천 남동구 만수동 1045 103호,인천,남동구
363,만수2호,인천 남동구 만수2동 5-440,인천,남동구
364,만수3호,인천 남동구 간석3동 921-14,인천,남동구
365,서창,인천 남동구 서창동 706,인천,남동구
366,간석1호,인천 남동구 구월동 70-80,인천,남동구
367,구월,인천 남동구 구월동 1133-13,인천,남동구
368,논현1호(인천),인천 남동구 논현동 620-8,인천,남동구
369,논현에코메트로,인천 남동구 논현동 752-1,인천,남동구
370,만수1호,인천 남동구 만수동 1045 103호,인천,남동구
371,만수2호,인천 남동구 만수2동 5-440,인천,남동구
372,만수3호,인천 남동구 간석3동 921-14,인천,남동구
373,서창,인천 남동구 서창동 706,인천,남동구
